epoch,train_loss,val_loss,val_pos_rmse,val_quat_angle_deg,epoch_time,current_lr,lstm_layers,lstm_hidden_size,bidirectional,dropout_rate,sequence_length,batch_size,learning_rate,lr_scheduler,optimizer,timestamp
1,0.024453856563195587,0.018983048267192514,0.025725818184905873,1.5925071730892446,2025-01-29 00:06:52,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
2,0.01749410964406618,0.01850777800699748,0.02532923307680059,0.9316593615093687,2025-01-29 00:06:56,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
3,0.0170125318613051,0.018378032332234014,0.02523898806689877,1.2778479987273867,2025-01-29 00:06:59,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
4,0.016948520470830817,0.018341723659780818,0.025186362931926942,1.4342547673703576,2025-01-29 00:07:03,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
5,0.016965605334659878,0.01832460445813208,0.025185225391596976,1.529826259274374,2025-01-29 00:07:06,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
6,0.017745512375031688,0.018687363002431866,0.0254871849285389,2.1550108742566545,2025-01-29 00:07:10,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
7,0.016992001693905898,0.01838916698557751,0.025176383883353057,2.265681893310929,2025-01-29 00:07:13,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
8,0.0169022104122233,0.018341858018294115,0.025136178967929402,2.20599401678915,2025-01-29 00:07:16,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
9,0.01689071100355671,0.018384794084459682,0.025180667271031847,2.1555083906516757,2025-01-29 00:07:20,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
10,0.01686629942993111,0.018386469381452303,0.02517716650495824,2.1514858371147603,2025-01-29 00:07:23,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
11,0.0168580849162337,0.018345332850275613,0.02515363005791174,2.0357001906589263,2025-01-29 00:07:27,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
12,0.016857403517621227,0.01835747449180094,0.025166954225410862,1.9358515835290322,2025-01-29 00:07:30,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
13,0.016849719766717654,0.018322094741808338,0.02514414650486343,1.8362898329988642,2025-01-29 00:07:34,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
14,0.016845312697398362,0.01833310463491862,0.025158623469155688,1.6834951319267784,2025-01-29 00:07:37,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
15,0.01684119233921193,0.018300120261819843,0.025135393590140546,1.560650483592312,2025-01-29 00:07:41,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
16,0.016839192666982233,0.01829152940946553,0.025135280385574187,1.488576948005018,2025-01-29 00:07:44,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
17,0.016842148384922637,0.018284292402024442,0.025137408254745735,1.4459078331826476,2025-01-29 00:07:48,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
18,0.016835427364240763,0.018289443934510385,0.025139193636846198,1.4307437663769216,2025-01-29 00:07:51,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
19,0.016840318839559786,0.01828780130996743,0.02513338131317693,1.4413833921023171,2025-01-29 00:07:55,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
20,0.01683858186375668,0.01829516059919217,0.02514090653168921,1.4732207418121428,2025-01-29 00:07:58,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
21,0.016841988855044402,0.018298970504933707,0.02513486626588063,1.5096668529576225,2025-01-29 00:08:02,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
22,0.016832958444209043,0.018291665909150354,0.025134827275100226,1.5482887419395,2025-01-29 00:08:05,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
23,0.016838410510269856,0.018292514783565268,0.025135752352410577,1.583983887132184,2025-01-29 00:08:08,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
24,0.01683320547624423,0.01830802480559622,0.025139357501950066,1.6077243894083386,2025-01-29 00:08:12,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
25,0.01683550951732663,0.01830694465636859,0.025142521226075364,1.6178264579328818,2025-01-29 00:08:15,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
26,0.01683176964799669,0.01830040597548343,0.02513837022443018,1.6142319697084895,2025-01-29 00:08:19,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
27,0.01682650981614332,0.018288688668894156,0.025129719068890874,1.6015684748949095,2025-01-29 00:08:22,0.001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
28,0.016832189764912672,0.01830198186684713,0.025140587494479588,1.5792028942555458,2025-01-29 00:08:26,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
29,0.016337313757153093,0.01788960937758751,0.02487688820601246,0.849067810920672,2025-01-29 00:08:29,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
30,0.01622808971910783,0.017848097239446904,0.02486243736686708,0.8619031978725231,2025-01-29 00:08:33,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
31,0.016216352588011566,0.01784771305474096,0.024861568119502825,0.8725131379144203,2025-01-29 00:08:36,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
32,0.016214898011360387,0.017849048608304743,0.024861500475175432,0.8801290253109222,2025-01-29 00:08:39,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
33,0.016216866887123437,0.01784687559120357,0.0248613244155937,0.8845151799487846,2025-01-29 00:08:43,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
34,0.016216593448473027,0.01784738911768404,0.02486175105859529,0.8882316391764332,2025-01-29 00:08:46,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
35,0.016217047071777194,0.017847122746371777,0.024861947893624465,0.8911125062840413,2025-01-29 00:08:50,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
36,0.01621618687442118,0.017846128717282455,0.02486116599228169,0.8930798818445441,2025-01-29 00:08:53,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
37,0.01621689761587044,0.017846063150432412,0.02486114856007427,0.8925903827929953,2025-01-29 00:08:57,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
38,0.01621629732288988,0.017846053969941895,0.024861151397818665,0.89284444572006,2025-01-29 00:09:00,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
39,0.016216355953408156,0.01784608068236228,0.024861483654292346,0.8918550292221222,2025-01-29 00:09:04,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
40,0.016216029878208846,0.017845739536509614,0.02486155478300869,0.892078759496516,2025-01-29 00:09:07,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
41,0.01621607987411752,0.017846716274115666,0.024861685617731045,0.8914101215163812,2025-01-29 00:09:11,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
42,0.016217516131327124,0.017846284750805488,0.024861150959848737,0.8893497502697661,2025-01-29 00:09:14,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
43,0.016216998085274544,0.017845761175615555,0.024861255844793064,0.8863342272992382,2025-01-29 00:09:18,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
44,0.016218117188602662,0.017843367029242566,0.024860797303067346,0.8836005470653997,2025-01-29 00:09:21,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
45,0.01621898325975053,0.017845098425364383,0.02486180346742032,0.8857848406643105,2025-01-29 00:09:24,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
46,0.016216471236449006,0.01784544240544054,0.024861542940658822,0.8828842952461002,2025-01-29 00:09:28,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
47,0.016217094953044135,0.01784592300270484,0.024861299196116547,0.8810407935393612,2025-01-29 00:09:31,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
48,0.01621614995174019,0.017846732292646352,0.02486131032406532,0.8780508915080637,2025-01-29 00:09:35,0.0001,2,128,True,0.5,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_000647
