epoch,train_loss,val_loss,val_pos_rmse,val_quat_angle_deg,epoch_time,current_lr,model_type,sequence_length,batch_size,learning_rate,lr_scheduler,optimizer,timestamp,tcn_layers,tcn_kernel_size,dropout_rate
79,0.012428923711044397,0.01545185823671881,0.021876116434460163,0.5186976034785516,2025-01-29 06:19:20,1e-05,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
80,0.012456729445143647,0.015444612086050987,0.0218687714881818,0.5187278954560398,2025-01-29 06:19:34,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
81,0.01235885524819889,0.015440632102148234,0.021873480396069542,0.48034101867285206,2025-01-29 06:19:48,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
82,0.012358274925131033,0.01543851553233423,0.021876814398547613,0.46998099914129543,2025-01-29 06:20:01,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
83,0.012364899944201702,0.015437697984792824,0.02187906873879721,0.4660575675964022,2025-01-29 06:20:15,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
84,0.012356777343027316,0.015437919795352674,0.021881984134235206,0.46394088740328054,2025-01-29 06:20:29,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
85,0.012358217669449315,0.015436478956370228,0.021882276672178187,0.46255348989311024,2025-01-29 06:20:43,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
86,0.012347182369913065,0.015436909597929541,0.021883666065988752,0.4617518426936642,2025-01-29 06:20:57,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
87,0.012341943660839006,0.015437236704311996,0.021886016604770197,0.4608037285244318,2025-01-29 06:21:11,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
88,0.012351141303135992,0.015436968834084464,0.021886472961938852,0.4602621556388808,2025-01-29 06:21:24,1.0000000000000002e-06,tcn,200,32,0.001,"['type=MultiStepLR', 'milestones=[20, 50, 80]', 'gamma=0.1']",Adam,20250129_060106,6,7,0.2
