epoch,train_loss,val_loss,val_pos_rmse,val_quat_angle_deg,epoch_time,current_lr,model_type,sequence_length,batch_size,learning_rate,lr_scheduler,optimizer,timestamp,tcn_layers,tcn_kernel_size,dropout_rate
90,0.016100574829388502,0.017816917513275222,0.02501960715707451,0.7627730107829394,2025-01-29 04:40:29,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_042703,3,7,0.5
91,0.01610048262163906,0.017817835662966578,0.025021873401666672,0.7629609889118717,2025-01-29 04:40:37,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_042703,3,7,0.5
92,0.01610060061140713,0.017820086330719395,0.02502441159000509,0.7672874306358762,2025-01-29 04:40:46,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_042703,3,7,0.5
93,0.01610033012580172,0.017818399855135895,0.02502310675302804,0.7633398021571765,2025-01-29 04:40:55,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_042703,3,7,0.5
94,0.016100443295123647,0.017818393224902522,0.02502295231189247,0.7638761986659721,2025-01-29 04:41:04,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_042703,3,7,0.5
95,0.016100227573841084,0.01781711862944763,0.0250216320814475,0.76257735676389,2025-01-29 04:41:13,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_042703,3,7,0.5
96,0.016100624204249826,0.01781785441290535,0.02502255130471369,0.7653764857669099,2025-01-29 04:41:22,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_042703,3,7,0.5
97,0.01610102011345145,0.01781735909073483,0.02502385916220408,0.7611165967770686,2025-01-29 04:41:31,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_042703,3,7,0.5
98,0.01610030738534633,0.017819244812773628,0.02502606344009892,0.7639964064545977,2025-01-29 04:41:40,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_042703,3,7,0.5
99,0.016100088146901347,0.017814677338677275,0.02502147434414888,0.7625075127996449,2025-01-29 04:41:49,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_042703,3,7,0.5
100,0.016100613329355126,0.017814042175593393,0.025020126585937257,0.761952782037898,2025-01-29 04:41:58,1.0000000000000002e-06,tcn,200,32,0.001,"['type=ReduceLROnPlateau', 'mode=min', 'factor=0.1', 'patience=10', 'threshold=0.0001', 'min_lr=1e-06']",Adam,20250129_042703,3,7,0.5
